Density,Viscosity,Oil Saturation,Net Thickness,Permeability,Depth,EOR Process,,,,,,,,,,,
18,30,51,5,32,2027,3,,,,,,,,,,,
23,23,30,4,21,2580,3,,,,,,,,,,,
34,27,74,5,35,2479,3,,,,,,,,,,,
42,24,48,4,50,2350,3,,,,,,,,,,,
30,24,30,5,36,2695,3,,,,,,,,,,,
50,20,71,3,33,2549,3,,,,,,,,,,,
41,23,69,4,31,2379,3,,,,,,,,,,,
26,23,38,4,36,2267,3,,,,,,,,,,,
35,26,45,3,33,2262,3,,,,,,,,,,,
16,25,68,5,34,2568,3,,,,,,,,,,,
42,23,51,5,36,2472,3,,,,,,,,,,,
49,20,63,3,46,2659,3,,,,,,,,,,,
48,28,68,4,22,2398,3,,,,,,,,,,,
15,27,37,4,26,2682,3,,,,,,,,,,,
45,22,80,3,29,2310,3,,,,,,,,,,,
44,28,50,5,31,2073,3,,,,,,,,,,,
24,23,32,3,22,2023,3,,,,,,,,,,,
41,27,48,3,32,2184,3,,,,,,,,,,,
21,24,36,4,21,2480,3,,,,,,,,,,,
42,30,50,4,36,2012,3,,,,,,,,,,,
35,26,37,5,20,2014,3,,,,,,,,,,,
28,20,67,3,40,2461,3,,,,,,,,,,,
35,24,46,4,41,2403,3,,,,,,,,,,,
37,23,71,3,34,2296,3,,,,,,,,,,,
43,24,65,3,27,2694,3,,,,,,,,,,,
43,29,33,5,42,2405,3,,,,,,,,,,,
25,28,34,5,20,2379,3,,,,,,,,,,,
25,27,53,4,22,2537,3,,,,,,,,,,,
19,25,40,3,49,2213,3,,,,,,,,,,,
24,28,53,3,31,2491,3,,,,,,,,,,,
22,30,43,5,45,2584,3,,,,,,,,,,,
49,26,74,3,42,2202,3,,,,,,,,,,,
33,29,61,4,50,2071,3,,,,,,,,,,,
30,21,62,3,32,2457,3,,,,,,,,,,,
42,27,67,5,34,2499,3,,,,,,,,,,,
44,29,55,4,35,2175,3,,,,,,,,,,,
32,22,56,5,44,2661,3,,,,,,,,,,,
41,28,75,3,25,2565,3,,,,,,,,,,,
43,24,58,3,42,2243,3,,,,,,,,,,,
15,29,38,4,40,2614,3,,,,,,,,,,,
24,26,55,4,29,2232,3,,,,,,,,,,,
18,23,36,3,27,2688,3,,,,,,,,,,,
48,26,56,4,38,2475,3,,,,,,,,,,,
34,29,47,4,49,2209,3,,,,,,,,,,,
44,25,36,4,47,2360,3,,,,,,,,,,,
26,28,65,5,44,2140,3,,,,,,,,,,,
50,24,40,4,43,2397,3,,,,,,,,,,,
15,24,43,4,50,2193,3,,,,,,,,,,,
16,21,36,3,48,2271,3,,,,,,,,,,,
18,24,30,4,26,2639,3,,,,,,,,,,,
45,30,63,4,47,2159,3,,,,,,,,,,,
49,27,61,3,29,2174,3,,,,,,,,,,,
41,22,55,4,44,2494,3,,,,,,,,,,,
47,26,71,5,22,2463,3,,,,,,,,,,,
34,26,80,4,50,2060,3,,,,,,,,,,,
18,22,43,4,40,2030,3,,,,,,,,,,,
45,22,44,4,48,2001,3,,,,,,,,,,,
43,29,61,5,30,2281,3,,,,,,,,,,,
43,23,44,3,38,2576,3,,,,,,,,,,,
49,30,38,3,46,2278,3,,,,,,,,,,,
40,25,66,3,22,2273,3,,,,,,,,,,,
47,22,30,5,48,2293,3,,,,,,,,,,,
25,25,43,5,31,2527,3,,,,,,,,,,,
23,30,56,5,22,2635,3,,,,,,,,,,,
23,20,66,3,22,2529,3,,,,,,,,,,,
44,30,66,4,33,2148,3,,,,,,,,,,,
24,27,57,4,42,2272,3,,,,,,,,,,,
34,27,71,5,23,2477,3,,,,,,,,,,,
43,29,41,4,20,2526,3,,,,,,,,,,,
22,26,32,3,47,2299,3,,,,,,,,,,,
31,28,51,4,25,2692,3,,,,,,,,,,,
40,20,37,5,34,2649,3,,,,,,,,,,,
25,28,35,4,26,2162,3,,,,,,,,,,,
16,29,60,3,23,2536,3,,,,,,,,,,,
27,27,35,3,20,2337,3,,,,,,,,,,,
21,23,68,3,39,2390,3,,,,,,,,,,,
22,27,36,5,46,2409,3,,,,,,,,,,,
47,21,35,4,50,2543,3,,,,,,,,,,,
38,20,45,4,28,2198,3,,,,,,,,,,,
42,26,43,3,42,2108,3,,,,,,,,,,,
44,27,72,5,26,2452,3,,,,,,,,,,,
44,23,72,3,30,2470,3,,,,,,,,,,,
47,23,70,5,34,2647,3,,,,,,,,,,,
41,23,73,5,41,2063,3,,,,,,,,,,,
16,23,74,3,22,2530,3,,,,,,,,,,,
23,28,41,5,44,2130,3,,,,,,,,,,,
28,28,41,5,28,2192,3,,,,,,,,,,,
37,25,55,5,44,2380,3,,,,,,,,,,,
37,29,61,3,49,2633,3,,,,,,,,,,,
27,28,58,5,35,2661,3,,,,,,,,,,,
49,23,70,4,22,2079,3,,,,,,,,,,,
38,24,31,4,28,2608,3,,,,,,,,,,,
48,27,55,4,33,2686,3,,,,,,,,,,,
44,27,71,5,21,2272,3,,,,,,,,,,,
18,28,54,5,48,2336,3,,,,,,,,,,,
29,20,80,5,44,2663,3,,,,,,,,,,,
39,23,76,4,50,2340,3,,,,,,,,,,,
20,27,34,5,37,2180,3,,,,,,,,,,,
22,30,50,5,42,2365,3,,,,,,,,,,,
25,26,65,3,40,2676,3,,,,,,,,,,,
47,23,31,5,28,2285,3,,,,,,,,,,,
35,20,66,3,32,2195,3,,,,,,,,,,,
48,24,32,3,48,2312,3,,,,,,,,,,,
21,21,36,5,23,2457,3,,,,,,,,,,,
46,27,47,3,35,2571,3,,,,,,,,,,,
38,20,33,5,31,2676,3,,,,,,,,,,,
49,30,32,3,20,2675,3,,,,,,,,,,,
20,25,69,5,35,2449,3,,,,,,,,,,,
21,24,79,3,44,2659,3,,,,,,,,,,,
43,27,53,4,39,2518,3,,,,,,,,,,,
35,27,36,4,44,2314,3,,,,,,,,,,,
16,25,36,3,38,2390,3,,,,,,,,,,,
44,27,56,5,27,2093,3,,,,,,,,,,,
32,23,58,5,45,2572,3,,,,,,,,,,,
29,24,34,5,33,2195,3,,,,,,,,,,,
14,163,16,1,47,2013,4,,,,,,,,,,,
22,135,24,3,36,2610,4,,,,,,,,,,,
34,145,24,3,31,2030,4,,,,,,,,,,,
20,155,77,2,46,2567,4,,,,,,,,,,,
29,184,30,1,29,2675,4,,,,,,,,,,,
14,187,79,1,26,2503,4,,,,,,,,,,,
15,131,40,1,22,2615,4,,,,,,,,,,,
20,188,43,3,43,2097,4,,,,,,,,,,,
35,174,34,2,44,2163,4,,,,,,,,,,,
13,160,47,3,22,2465,4,,,,,,,,,,,
14,187,11,3,33,2148,4,,,,,,,,,,,
19,147,28,3,41,2004,4,,,,,,,,,,,
20,181,75,3,32,2673,4,,,,,,,,,,,
16,163,65,2,21,2577,4,,,,,,,,,,,
19,135,27,1,48,2485,4,,,,,,,,,,,
16,148,52,3,37,2404,4,,,,,,,,,,,
13,152,29,3,23,2229,4,,,,,,,,,,,
34,172,67,2,27,2575,4,,,,,,,,,,,
21,157,68,3,22,2071,4,,,,,,,,,,,
29,156,69,3,46,2455,4,,,,,,,,,,,
25,130,40,1,20,2380,4,,,,,,,,,,,
33,146,76,3,28,2380,4,,,,,,,,,,,
25,171,24,3,50,2584,4,,,,,,,,,,,
30,159,15,2,47,2264,4,,,,,,,,,,,
32,196,25,1,49,2208,4,,,,,,,,,,,
29,160,41,1,29,2291,4,,,,,,,,,,,
22,153,35,1,23,2427,4,,,,,,,,,,,
15,131,42,1,49,2308,4,,,,,,,,,,,
31,190,37,1,39,2422,4,,,,,,,,,,,
22,154,31,2,46,2564,4,,,,,,,,,,,
24,193,79,2,24,2523,4,,,,,,,,,,,
22,167,51,3,42,2074,4,,,,,,,,,,,
31,137,69,3,46,2429,4,,,,,,,,,,,
17,198,75,1,23,2314,4,,,,,,,,,,,
18,125,13,3,46,2509,4,,,,,,,,,,,
25,152,49,2,26,2082,4,,,,,,,,,,,
17,134,13,1,48,2329,4,,,,,,,,,,,
28,169,62,1,49,2274,4,,,,,,,,,,,
34,181,21,3,21,2320,4,,,,,,,,,,,
21,155,79,1,27,2037,4,,,,,,,,,,,
26,162,57,3,48,2176,4,,,,,,,,,,,
26,162,43,1,26,2456,4,,,,,,,,,,,
29,148,61,1,46,2293,4,,,,,,,,,,,
21,158,12,3,28,2625,4,,,,,,,,,,,
15,154,18,3,38,2668,4,,,,,,,,,,,
24,195,47,3,50,2227,4,,,,,,,,,,,
19,140,34,2,23,2102,4,,,,,,,,,,,
16,141,76,1,23,2339,4,,,,,,,,,,,
19,199,77,3,28,2233,4,,,,,,,,,,,
16,146,27,1,32,2491,4,,,,,,,,,,,
32,195,64,1,24,2323,4,,,,,,,,,,,
17,172,46,1,28,2439,4,,,,,,,,,,,
24,137,38,3,49,2349,4,,,,,,,,,,,
35,167,40,3,25,2556,4,,,,,,,,,,,
19,130,67,1,30,2398,4,,,,,,,,,,,
16,157,13,3,28,2664,4,,,,,,,,,,,
14,180,48,1,43,2494,4,,,,,,,,,,,
28,169,58,2,30,2434,4,,,,,,,,,,,
26,149,37,3,38,2086,4,,,,,,,,,,,
33,187,41,2,48,2269,4,,,,,,,,,,,
26,165,46,3,42,2691,4,,,,,,,,,,,
30,188,58,3,25,2153,4,,,,,,,,,,,
22,182,39,2,25,2454,4,,,,,,,,,,,
15,167,61,3,48,2587,4,,,,,,,,,,,
18,157,43,2,27,2374,4,,,,,,,,,,,
17,129,32,2,21,2404,4,,,,,,,,,,,
25,161,24,3,39,2591,4,,,,,,,,,,,
14,147,18,1,50,2032,4,,,,,,,,,,,
25,200,17,1,29,2239,4,,,,,,,,,,,
20,151,38,1,45,2003,4,,,,,,,,,,,
32,170,69,1,47,2520,4,,,,,,,,,,,
35,174,22,1,28,2579,4,,,,,,,,,,,
15,144,31,3,42,2285,4,,,,,,,,,,,
14,156,50,2,48,2326,4,,,,,,,,,,,
13,131,29,2,27,2246,4,,,,,,,,,,,
22,165,33,1,41,2045,4,,,,,,,,,,,
15,146,50,3,40,2643,4,,,,,,,,,,,
29,183,52,1,28,2680,4,,,,,,,,,,,
13,183,76,3,26,2092,4,,,,,,,,,,,
19,182,21,1,30,2151,4,,,,,,,,,,,
28,160,65,3,43,2361,4,,,,,,,,,,,
25,189,33,1,46,2528,4,,,,,,,,,,,
17,150,70,3,34,2241,4,,,,,,,,,,,
33,153,14,1,29,2226,4,,,,,,,,,,,
14,178,25,3,45,2098,4,,,,,,,,,,,
18,192,23,3,26,2643,4,,,,,,,,,,,
32,151,79,1,46,2133,4,,,,,,,,,,,
20,166,68,1,41,2297,4,,,,,,,,,,,
15,160,16,3,33,2655,4,,,,,,,,,,,
16,133,34,2,32,2243,4,,,,,,,,,,,
34,184,14,1,31,2154,4,,,,,,,,,,,
32,195,22,2,49,2378,4,,,,,,,,,,,
32,170,33,3,23,2401,4,,,,,,,,,,,
27,195,46,3,34,2485,4,,,,,,,,,,,
13,183,69,2,26,2671,4,,,,,,,,,,,
20,136,45,1,48,2578,4,,,,,,,,,,,
14,165,78,3,35,2056,4,,,,,,,,,,,
17,200,18,3,20,2554,4,,,,,,,,,,,
23,190,72,1,21,2346,4,,,,,,,,,,,
30,130,16,2,22,2122,4,,,,,,,,,,,
31,143,19,3,38,2405,4,,,,,,,,,,,
13,172,28,3,29,2458,4,,,,,,,,,,,
26,161,15,2,47,2138,4,,,,,,,,,,,
13,157,21,3,26,2152,4,,,,,,,,,,,
34,159,43,3,50,2182,4,,,,,,,,,,,
24,168,53,1,47,2469,4,,,,,,,,,,,
17,127,16,2,26,2551,4,,,,,,,,,,,
27,186,46,2,32,2002,4,,,,,,,,,,,
19,156,72,2,44,2281,4,,,,,,,,,,,
24,157,57,1,46,2254,4,,,,,,,,,,,
21,182,65,3,26,2571,4,,,,,,,,,,,
29,171,43,1,45,2025,4,,,,,,,,,,,
23,165,42,3,38,2537,4,,,,,,,,,,,
13,196,12,1,23,2033,4,,,,,,,,,,,
15,190,32,1,46,2308,4,,,,,,,,,,,
20,125,20,2,37,2470,4,,,,,,,,,,,
31,183,37,3,27,2410,4,,,,,,,,,,,
20,131,77,1,23,2129,4,,,,,,,,,,,
31,157,57,3,44,2350,4,,,,,,,,,,,
32,130,46,3,46,2238,4,,,,,,,,,,,
33,175,43,3,47,2257,4,,,,,,,,,,,
19,183,25,2,32,2521,4,,,,,,,,,,,
22,125,53,3,28,2285,4,,,,,,,,,,,
31,162,52,3,27,2436,4,,,,,,,,,,,
27,195,51,3,35,2140,4,,,,,,,,,,,
23,162,73,3,50,2685,4,,,,,,,,,,,
22,198,10,3,26,2536,4,,,,,,,,,,,
21,199,20,1,25,2660,4,,,,,,,,,,,
18,192,80,1,27,2286,4,,,,,,,,,,,
33,127,34,1,35,2432,4,,,,,,,,,,,
29,136,32,1,44,2223,4,,,,,,,,,,,
31,152,50,3,28,2364,4,,,,,,,,,,,
32,162,56,3,20,2027,4,,,,,,,,,,,
20,181,13,3,39,2444,4,,,,,,,,,,,
26,171,44,2,25,2239,4,,,,,,,,,,,
18,199,14,3,24,2551,4,,,,,,,,,,,
17,147,69,3,49,2412,4,,,,,,,,,,,
18,189,69,2,24,2545,4,,,,,,,,,,,
26,132,35,1,32,2555,4,,,,,,,,,,,
29,156,55,2,41,2401,4,,,,,,,,,,,
34,127,23,2,38,2092,4,,,,,,,,,,,
19,171,54,3,32,2198,4,,,,,,,,,,,
18,183,54,2,46,2533,4,,,,,,,,,,,
20,191,72,3,45,2593,4,,,,,,,,,,,
24,157,14,2,47,2267,4,,,,,,,,,,,
17,166,16,1,44,2152,4,,,,,,,,,,,
34,128,11,3,31,2110,4,,,,,,,,,,,
30,183,56,1,49,2532,4,,,,,,,,,,,
29,190,24,3,50,2538,4,,,,,,,,,,,
21,155,43,3,27,2689,4,,,,,,,,,,,
22,134,23,1,27,2032,4,,,,,,,,,,,
33,139,61,3,41,2215,4,,,,,,,,,,,
15,133,68,3,29,2291,4,,,,,,,,,,,
14,167,13,3,40,2628,4,,,,,,,,,,,
25,157,17,3,45,2419,4,,,,,,,,,,,
28,180,57,3,41,2413,4,,,,,,,,,,,
32,192,16,3,23,2429,4,,,,,,,,,,,
20,187,37,2,34,2056,4,,,,,,,,,,,
14,155,74,1,36,2407,4,,,,,,,,,,,
30,125,41,2,28,2616,4,,,,,,,,,,,
19,134,53,1,39,2072,4,,,,,,,,,,,
18,134,55,1,34,2158,4,,,,,,,,,,,
24,134,46,3,50,2597,4,,,,,,,,,,,
22,184,64,1,43,2254,4,,,,,,,,,,,
30,164,60,3,31,2306,4,,,,,,,,,,,
24,126,75,2,32,2333,4,,,,,,,,,,,
15,156,25,1,48,2079,4,,,,,,,,,,,
17,186,29,1,30,2085,4,,,,,,,,,,,
32,174,25,2,39,2240,4,,,,,,,,,,,
29,166,71,1,40,2681,4,,,,,,,,,,,
28,132,57,1,48,2694,4,,,,,,,,,,,
27,125,11,2,25,2195,4,,,,,,,,,,,
29,149,12,2,27,2403,4,,,,,,,,,,,
26,193,20,3,21,2305,4,,,,,,,,,,,
19,141,77,3,45,2567,4,,,,,,,,,,,
27,126,79,1,50,2074,4,,,,,,,,,,,
31,172,63,2,24,2138,4,,,,,,,,,,,
23,160,33,1,45,2547,4,,,,,,,,,,,
21,158,28,1,43,2179,4,,,,,,,,,,,
18,141,74,1,27,2184,4,,,,,,,,,,,
22,136,50,1,29,2601,4,,,,,,,,,,,
13,189,26,1,41,2303,4,,,,,,,,,,,
25,156,55,1,47,2453,4,,,,,,,,,,,
34,178,67,1,27,2580,4,,,,,,,,,,,
30,140,46,1,42,2484,4,,,,,,,,,,,
34,140,54,3,24,2623,4,,,,,,,,,,,
17,183,36,3,40,2150,4,,,,,,,,,,,
35,172,63,1,42,2465,4,,,,,,,,,,,
19,186,76,3,37,2070,4,,,,,,,,,,,
32,135,64,2,41,2220,4,,,,,,,,,,,
35,140,45,3,34,2264,4,,,,,,,,,,,
33,126,65,1,46,2610,4,,,,,,,,,,,
34,138,34,2,41,2419,4,,,,,,,,,,,
33,141,10,2,49,2139,4,,,,,,,,,,,
24,143,76,2,43,2286,4,,,,,,,,,,,
31,142,77,3,25,2690,4,,,,,,,,,,,
21,162,71,3,27,2136,4,,,,,,,,,,,
27,159,63,3,42,2125,4,,,,,,,,,,,
21,184,78,3,35,2640,4,,,,,,,,,,,
29,200,70,1,45,2465,4,,,,,,,,,,,
13,163,60,2,28,2078,4,,,,,,,,,,,
18,168,59,3,27,2461,4,,,,,,,,,,,
35,143,30,3,36,2514,4,,,,,,,,,,,
29,176,32,3,44,2345,4,,,,,,,,,,,
31,193,58,3,25,2682,4,,,,,,,,,,,
16,186,57,1,21,2608,4,,,,,,,,,,,
20,145,39,1,44,2681,4,,,,,,,,,,,
19,136,55,1,50,2093,4,,,,,,,,,,,
15,189,69,1,20,2012,4,,,,,,,,,,,
26,178,73,2,49,2538,4,,,,,,,,,,,
13,156,49,3,30,2282,4,,,,,,,,,,,
31,200,27,3,34,2101,4,,,,,,,,,,,
34,129,37,3,47,2381,4,,,,,,,,,,,
27,192,61,2,45,2687,4,,,,,,,,,,,
31,136,54,2,41,2343,4,,,,,,,,,,,
24,182,34,3,23,2015,4,,,,,,,,,,,
26,192,80,2,46,2681,4,,,,,,,,,,,
30,162,52,1,31,2183,4,,,,,,,,,,,
16,181,44,1,40,2561,4,,,,,,,,,,,
33,176,18,3,46,2061,4,,,,,,,,,,,
19,147,77,3,20,2233,4,,,,,,,,,,,
31,146,77,1,40,2358,4,,,,,,,,,,,
28,177,62,3,45,2165,4,,,,,,,,,,,
14,188,74,2,39,2046,4,,,,,,,,,,,
14,198,61,2,27,2435,4,,,,,,,,,,,
16,143,64,3,47,2340,4,,,,,,,,,,,
23,178,71,1,24,2085,4,,,,,,,,,,,
13,146,66,2,39,2245,4,,,,,,,,,,,
18,134,24,2,26,2056,4,,,,,,,,,,,
14,146,15,1,37,2661,4,,,,,,,,,,,
33,170,62,3,34,2404,4,,,,,,,,,,,
23,141,43,3,29,2021,4,,,,,,,,,,,
18,163,61,2,29,2011,4,,,,,,,,,,,
13,197,39,3,34,2160,4,,,,,,,,,,,
27,135,59,3,39,2297,4,,,,,,,,,,,
17,174,35,1,27,2122,4,,,,,,,,,,,
24,126,43,1,33,2484,4,,,,,,,,,,,
33,182,76,2,42,2359,4,,,,,,,,,,,
20,127,76,3,35,2395,4,,,,,,,,,,,
24,126,53,1,39,2462,4,,,,,,,,,,,
33,134,43,1,36,2624,4,,,,,,,,,,,
14,126,70,2,48,2142,4,,,,,,,,,,,
33,176,70,3,32,2266,4,,,,,,,,,,,
18,183,55,1,33,2204,4,,,,,,,,,,,
20,176,37,3,26,2378,4,,,,,,,,,,,
21,145,68,2,31,2295,4,,,,,,,,,,,
34,156,17,2,31,2136,4,,,,,,,,,,,
33,134,29,2,42,2348,4,,,,,,,,,,,
34,193,37,2,36,2216,4,,,,,,,,,,,
29,173,68,1,39,2253,4,,,,,,,,,,,
16,160,40,2,29,2055,4,,,,,,,,,,,
17,172,66,2,31,2542,4,,,,,,,,,,,
35,142,20,1,20,2394,4,,,,,,,,,,,
27,194,76,1,28,2687,4,,,,,,,,,,,
23,143,24,2,32,2416,4,,,,,,,,,,,
21,190,58,1,24,2607,4,,,,,,,,,,,
30,149,12,3,36,2272,4,,,,,,,,,,,
33,187,58,1,20,2052,4,,,,,,,,,,,
23,140,39,3,23,2635,4,,,,,,,,,,,
13,168,67,3,28,2016,4,,,,,,,,,,,
32,177,66,3,26,2316,4,,,,,,,,,,,
25,155,79,2,23,2548,4,,,,,,,,,,,
33,131,12,1,44,2624,4,,,,,,,,,,,
17,169,77,1,45,2549,4,,,,,,,,,,,
21,152,77,3,44,2377,4,,,,,,,,,,,
14,159,61,1,30,2517,4,,,,,,,,,,,
32,125,56,3,45,2546,4,,,,,,,,,,,
25,158,54,1,47,2543,4,,,,,,,,,,,
28,162,26,2,22,2322,4,,,,,,,,,,,
27,193,67,1,45,2143,4,,,,,,,,,,,
27,168,73,1,26,2571,4,,,,,,,,,,,
22,199,60,2,46,2019,4,,,,,,,,,,,
21,190,71,3,22,2134,4,,,,,,,,,,,
35,195,43,1,23,2344,4,,,,,,,,,,,
15,150,66,3,43,2654,4,,,,,,,,,,,
18,134,47,3,38,2242,4,,,,,,,,,,,
17,172,11,1,34,2110,4,,,,,,,,,,,
34,200,62,1,32,2372,4,,,,,,,,,,,
25,163,66,2,35,2522,4,,,,,,,,,,,
25,189,49,1,23,2172,4,,,,,,,,,,,
30,148,62,3,37,2440,4,,,,,,,,,,,
35,197,15,2,46,2685,4,,,,,,,,,,,
14,161,76,1,40,2208,4,,,,,,,,,,,
34,126,76,1,38,2673,4,,,,,,,,,,,
26,182,18,2,42,2616,4,,,,,,,,,,,
18,152,69,2,32,2609,4,,,,,,,,,,,
33,129,53,1,33,2696,4,,,,,,,,,,,
14,155,47,3,22,2224,4,,,,,,,,,,,
30,171,11,2,22,2509,4,,,,,,,,,,,
33,183,56,3,41,2263,4,,,,,,,,,,,
31,169,62,1,43,2188,4,,,,,,,,,,,
18,188,40,2,20,2314,4,,,,,,,,,,,
18,138,34,2,41,2179,4,,,,,,,,,,,
23,143,16,1,21,2537,4,,,,,,,,,,,
29,195,61,3,47,2552,4,,,,,,,,,,,
34,138,64,3,39,2652,4,,,,,,,,,,,
32,191,27,3,42,2559,4,,,,,,,,,,,
25,151,53,2,35,2096,4,,,,,,,,,,,
28,148,22,2,34,2188,4,,,,,,,,,,,
33,130,33,1,39,2380,4,,,,,,,,,,,
21,152,33,1,45,2442,4,,,,,,,,,,,
31,166,12,2,34,2379,4,,,,,,,,,,,
22,127,39,2,31,2195,4,,,,,,,,,,,
29,134,55,3,45,2378,4,,,,,,,,,,,
19,168,25,1,30,2514,4,,,,,,,,,,,
34,141,49,2,38,2690,4,,,,,,,,,,,
15,144,17,2,26,2549,4,,,,,,,,,,,
31,185,56,2,24,2371,4,,,,,,,,,,,
19,198,11,3,44,2054,4,,,,,,,,,,,
14,200,15,3,42,2651,4,,,,,,,,,,,
26,189,46,3,20,2144,4,,,,,,,,,,,
29,163,42,1,30,2432,4,,,,,,,,,,,
32,151,70,2,21,2349,4,,,,,,,,,,,
21,156,51,3,26,2606,4,,,,,,,,,,,
13,184,23,3,38,2079,4,,,,,,,,,,,
25,134,42,1,21,2110,4,,,,,,,,,,,
20,128,72,3,33,2409,4,,,,,,,,,,,
29,129,54,2,21,2527,4,,,,,,,,,,,
18,164,39,3,25,2499,4,,,,,,,,,,,
29,130,26,1,43,2155,4,,,,,,,,,,,
34,131,68,1,41,2339,4,,,,,,,,,,,
27,151,76,1,37,2165,4,,,,,,,,,,,
21,195,27,1,20,2070,4,,,,,,,,,,,
20,142,11,1,37,2314,4,,,,,,,,,,,
20,180,21,2,21,2652,4,,,,,,,,,,,
14,178,53,3,27,2506,4,,,,,,,,,,,
34,164,47,1,33,2347,4,,,,,,,,,,,
25,143,42,3,22,2579,4,,,,,,,,,,,
13,184,79,2,36,2568,4,,,,,,,,,,,
25,190,43,1,45,2003,4,,,,,,,,,,,
32,147,36,1,46,2583,4,,,,,,,,,,,
16,166,63,2,21,2175,4,,,,,,,,,,,
23,178,32,2,39,2467,4,,,,,,,,,,,
20,188,12,1,29,2635,4,,,,,,,,,,,
29,159,76,3,28,2187,4,,,,,,,,,,,
24,180,30,3,22,2058,4,,,,,,,,,,,
16,144,46,1,31,2106,4,,,,,,,,,,,
35,161,33,1,20,2356,4,,,,,,,,,,,
18,158,50,2,41,2347,4,,,,,,,,,,,
20,172,32,1,29,2478,4,,,,,,,,,,,
14,198,58,2,23,2019,4,,,,,,,,,,,
27,193,67,2,25,2296,4,,,,,,,,,,,
26,137,79,2,35,2495,4,,,,,,,,,,,
25,181,76,3,37,2011,4,,,,,,,,,,,
27,144,22,3,47,2395,4,,,,,,,,,,,
28,134,68,2,50,2128,4,,,,,,,,,,,
27,141,23,1,22,2184,4,,,,,,,,,,,
13,187,19,1,43,2658,4,,,,,,,,,,,
28,133,59,3,38,2576,4,,,,,,,,,,,
33,190,64,1,40,2117,4,,,,,,,,,,,
30,152,39,1,29,2164,4,,,,,,,,,,,
16,191,72,1,50,2235,4,,,,,,,,,,,
34,183,54,1,39,2543,4,,,,,,,,,,,
25,189,74,3,46,2534,4,,,,,,,,,,,
23,126,67,1,39,2270,4,,,,,,,,,,,
18,130,44,3,28,2523,4,,,,,,,,,,,
22,182,39,1,46,2587,4,,,,,,,,,,,
25,144,75,2,31,2581,4,,,,,,,,,,,
30,163,16,1,35,2584,4,,,,,,,,,,,
17,156,39,3,28,2213,4,,,,,,,,,,,
33,185,12,3,50,2122,4,,,,,,,,,,,
18,126,37,3,21,2521,4,,,,,,,,,,,
27,166,31,3,20,2476,4,,,,,,,,,,,
28,144,66,2,35,2419,4,,,,,,,,,,,
26,184,19,3,26,2204,4,,,,,,,,,,,
21,157,32,1,31,2431,4,,,,,,,,,,,
21,194,54,1,36,2663,4,,,,,,,,,,,
35,164,20,2,29,2043,4,,,,,,,,,,,
26,145,20,2,43,2288,4,,,,,,,,,,,
35,169,15,1,41,2067,4,,,,,,,,,,,
34,147,43,3,34,2484,4,,,,,,,,,,,
31,148,36,3,41,2328,4,,,,,,,,,,,
20,173,57,3,40,2153,4,,,,,,,,,,,
18,187,43,1,21,2326,4,,,,,,,,,,,
19,142,71,1,35,2404,4,,,,,,,,,,,
27,198,60,3,27,2557,4,,,,,,,,,,,
27,198,38,3,33,2359,4,,,,,,,,,,,
16,150,66,2,30,2324,4,,,,,,,,,,,
21,151,50,1,34,2118,4,,,,,,,,,,,
17,188,78,1,38,2049,4,,,,,,,,,,,
30,137,68,3,26,2257,4,,,,,,,,,,,
28,187,31,3,43,2222,4,,,,,,,,,,,
16,164,48,3,32,2637,4,,,,,,,,,,,
33,183,58,1,27,2623,4,,,,,,,,,,,
15,157,55,1,49,2657,4,,,,,,,,,,,
21,132,29,1,26,2533,4,,,,,,,,,,,
35,156,12,2,20,2379,4,,,,,,,,,,,
19,195,56,2,22,2198,4,,,,,,,,,,,
28,190,21,3,38,2545,4,,,,,,,,,,,
30,143,79,2,46,2480,4,,,,,,,,,,,
31,182,18,1,32,2450,4,,,,,,,,,,,
35,140,50,3,20,2268,4,,,,,,,,,,,
35,191,20,3,39,2467,4,,,,,,,,,,,
17,155,40,2,49,2335,4,,,,,,,,,,,
14,199,23,1,42,2038,4,,,,,,,,,,,
35,196,15,1,23,2091,4,,,,,,,,,,,
28,155,14,2,43,2034,4,,,,,,,,,,,
19,151,11,2,27,2404,4,,,,,,,,,,,
31,189,24,1,21,2220,4,,,,,,,,,,,
26,187,16,3,33,2149,4,,,,,,,,,,,
24,159,45,2,41,2278,4,,,,,,,,,,,
30,185,45,2,35,2414,4,,,,,,,,,,,
19,184,27,2,38,2154,4,,,,,,,,,,,
26,158,49,3,38,2354,4,,,,,,,,,,,
34,190,60,2,37,2655,4,,,,,,,,,,,
29,164,56,2,49,2615,4,,,,,,,,,,,
28,154,71,1,22,2302,4,,,,,,,,,,,
27,194,33,2,43,2045,4,,,,,,,,,,,
25,192,31,1,47,2620,4,,,,,,,,,,,
16,136,63,2,35,2522,4,,,,,,,,,,,
32,196,25,3,26,2515,4,,,,,,,,,,,
27,189,36,2,22,2208,4,,,,,,,,,,,
16,151,53,3,24,2369,4,,,,,,,,,,,
17,156,37,2,20,2152,4,,,,,,,,,,,
14,161,34,1,29,2222,4,,,,,,,,,,,
17,184,70,1,36,2103,4,,,,,,,,,,,
31,186,15,1,42,2031,4,,,,,,,,,,,
23,196,61,3,31,2623,4,,,,,,,,,,,
28,150,61,2,45,2448,4,,,,,,,,,,,
30,148,56,2,24,2031,4,,,,,,,,,,,
33,174,57,1,40,2618,4,,,,,,,,,,,
